#This is the fibers geometry file for AESOP
#This file was first written at: Tue Apr  5 16:30:01 CEST 2016
#Original filename: /home/tdwelly/4most/OpSim/inputs_to_system_model/AESOP/info_2016-04-05/aesop-cfg.json
#This file contains one entry per Fiber/Positioner, and gives the coordinates and details of each fiber
#Other info:
#Pitch is 9.542mm between fibres
#Fibe size is 0.085, so 1.43 asec
#Plate scale is 0.0594 mm/asec
#FoV is 535mm = 2.502 degrees diameter
#Rad curve 4,653 mm
#Patrol requirement is 11.5mm, but in practice they expect 12.3mm +/- 0.5 (so 11.8-12.8mm)
#Description of columns:
#Index  Name        Format    Description
#-----  ----------- --------- --------------------------------------------------------------------------------
#1      id          integer   Fiber identification number
#2      x0_mm       float     offset of the fiber base position from the FoV centre in the x-direction (mm)
#3      y0_mm       float     offset of the fiber base position from the FoV centre in the x-direction (mm)
#4      res         integer   code giving the resolution code of the fiber (1=low res, 2=high res)
#5      sector      integer   ID of the sky fiber allocation sector that this fiber lies within
#6      EdgeFlag    integer   Flag set if the fiber is at edge of field (0=middle;1=border;2=edge;3=corner)
#7      Spectro     string    HR, LR-A, LR-B
#8      Slitlet     integer   Slitlet within spectrograph
#9      Slitpos     integer   Slitpos within slitlet
#-----  ----------- --------- --------------------------------------------------------------------------------
id            x0_mm     y0_mm       res      sector  EdgeFlag  Spectro  Slitlet  Slitpos
605          -95.7133  -174.0950    1       -1       -1    LR-B        12       28
606          -95.7206  -164.5597    2       -1       -1      HR        12       28
607          -95.7276  -155.0238    1       -1       -1    LR-A        12       27
608          -95.7341  -145.4872    1       -1       -1    LR-B        12       27
609          -95.7402  -135.9499    2       -1       -1      HR        12       27
610          -95.7459  -126.4121    1       -1       -1    LR-A        12       26
611          -95.7512  -116.8737    1       -1       -1    LR-B        12       26
612          -95.7561  -107.3348    2       -1       -1      HR        12       26
613          -95.7605   -97.7955    1       -1       -1    LR-A        12       25
614          -95.7646   -88.2557    1       -1       -1    LR-B        12       25
615          -95.7682   -78.7155    2       -1       -1      HR        12       25
616          -95.7714   -69.1750    1       -1       -1    LR-A        12       24
617          -95.7742   -59.6342    1       -1       -1    LR-B        12       24
618          -95.7766   -50.0932    2       -1       -1      HR        12       24
619          -95.7786   -40.5519    1       -1       -1    LR-A        12       23
620          -95.7801   -31.0104    1       -1       -1    LR-B        12       23
621          -95.7812   -21.4688    2       -1       -1      HR        12       23
622          -95.7820   -11.9272    1       -1       -1    LR-A        12       22
623          -95.7823    -2.3854    1       -1       -1    LR-B        12       22
624          -95.7822     7.1563    2       -1       -1      HR        12       22
625          -95.7817    16.6980    1       -1       -1    LR-A        12       21
626          -95.7807    26.2397    1       -1       -1    LR-B        12       21
627          -95.7794    35.7812    2       -1       -1      HR        12       21
628          -95.7776    45.3225    1       -1       -1    LR-A        12       20
629          -95.7754    54.8637    1       -1       -1    LR-B        12       20
630          -95.7729    64.4047    2       -1       -1      HR        12       20
631          -95.7699    73.9453    1       -1       -1    LR-A        12       19
632          -95.7664    83.4856    1       -1       -1    LR-B        12       19
633          -95.7626    93.0256    2       -1       -1      HR        12       19
634          -95.7584   102.5652    1       -1       -1    LR-A        12       18
635          -95.7537   112.1043    1       -1       -1    LR-B        12       18
636          -95.7486   121.6430    2       -1       -1      HR        12       18
637          -95.7431   131.1811    1       -1       -1    LR-A        12       17
638          -95.7372   140.7186    1       -1       -1    LR-B        12       17
639          -95.7309   150.2556    2       -1       -1      HR        12       17
640          -95.7242   159.7919    1       -1       -1    LR-A        12       16
641          -95.7170   169.3275    1       -1       -1    LR-B        12       16
642          -95.7095   178.8623    2       -1       -1      HR        12       16
643          -95.7015   188.3964    1       -1       -1    LR-A        12       15
644          -95.6931   197.9297    1       -1       -1    LR-B        12       15
645          -95.6843   207.4621    2       -1       -1      HR        12       15
646          -95.6751   216.9936    1       -1       -1    LR-A        12       14
647          -87.3565  -216.9936    1       -1       -1    LR-B        11       29
648          -87.3650  -207.4621    2       -1       -1      HR        11       29
649          -87.3730  -197.9297    1       -1       -1    LR-A        11       29
650          -87.3807  -188.3964    1       -1       -1    LR-B        11       28
651          -87.3880  -178.8623    2       -1       -1      HR        11       28
652          -87.3949  -169.3275    1       -1       -1    LR-A        11       28
653          -87.4014  -159.7919    1       -1       -1    LR-B        11       27
654          -87.4075  -150.2556    2       -1       -1      HR        11       27
655          -87.4133  -140.7186    1       -1       -1    LR-A        11       27
656          -87.4187  -131.1811    1       -1       -1    LR-B        11       26
657          -87.4237  -121.6430    2       -1       -1      HR        11       26
658          -87.4283  -112.1043    1       -1       -1    LR-A        11       26
659          -87.4326  -102.5652    1       -1       -1    LR-B        11       25
660          -87.4365   -93.0256    2       -1       -1      HR        11       25
661          -87.4400   -83.4856    1       -1       -1    LR-A        11       25
662          -87.4431   -73.9453    1       -1       -1    LR-B        11       24
663          -87.4458   -64.4047    2       -1       -1      HR        11       24
664          -87.4482   -54.8637    1       -1       -1    LR-A        11       24
665          -87.4502   -45.3225    1       -1       -1    LR-B        11       23
666          -87.4518   -35.7812    2       -1       -1      HR        11       23
667          -87.4530   -26.2397    1       -1       -1    LR-A        11       23
668          -87.4539   -16.6980    1       -1       -1    LR-B        11       22
669          -87.4544    -7.1563    2       -1       -1      HR        11       22
670          -87.4544     2.3854    1       -1       -1    LR-A        11       22
671          -87.4542    11.9272    1       -1       -1    LR-B        11       21
672          -87.4535    21.4688    2       -1       -1      HR        11       21
673          -87.4525    31.0104    1       -1       -1    LR-A        11       21
674          -87.4510    40.5519    1       -1       -1    LR-B        11       20
675          -87.4492    50.0932    2       -1       -1      HR        11       20
676          -87.4471    59.6342    1       -1       -1    LR-A        11       20
677          -87.4445    69.1750    1       -1       -1    LR-B        11       19
678          -87.4416    78.7155    2       -1       -1      HR        11       19
679          -87.4383    88.2557    1       -1       -1    LR-A        11       19
680          -87.4346    97.7955    1       -1       -1    LR-B        11       18
681          -87.4305   107.3348    2       -1       -1      HR        11       18
682          -87.4261   116.8737    1       -1       -1    LR-A        11       18
683          -87.4212   126.4121    1       -1       -1    LR-B        11       17
684          -87.4160   135.9499    2       -1       -1      HR        11       17
685          -87.4105   145.4872    1       -1       -1    LR-A        11       17
686          -87.4045   155.0238    1       -1       -1    LR-B        11       16
687          -87.3982   164.5597    2       -1       -1      HR        11       16
688          -87.3914   174.0950    1       -1       -1    LR-A        11       16
689          -87.3844   183.6295    1       -1       -1    LR-B        11       15
690          -87.3769   193.1632    2       -1       -1      HR        11       15
691          -87.3690   202.6960    1       -1       -1    LR-A        11       15
692          -87.3608   212.2280    1       -1       -1    LR-B        11       14
693          -87.3522   221.7591    2       -1       -1      HR        11       14
694          -79.0338  -221.7591    2       -1       -1      HR        10       29
695          -79.0416  -212.2280    1       -1       -1    LR-A        10       29
696          -79.0490  -202.6960    1       -1       -1    LR-B        10       29
697          -79.0561  -193.1632    2       -1       -1      HR        10       28
698          -79.0629  -183.6295    1       -1       -1    LR-A        10       28
699          -79.0693  -174.0950    1       -1       -1    LR-B        10       28
700          -79.0754  -164.5597    2       -1       -1      HR        10       27
701          -79.0811  -155.0238    1       -1       -1    LR-A        10       27
702          -79.0865  -145.4872    1       -1       -1    LR-B        10       27
703          -79.0916  -135.9499    2       -1       -1      HR        10       26
704          -79.0963  -126.4121    1       -1       -1    LR-A        10       26
705          -79.1006  -116.8737    1       -1       -1    LR-B        10       26
706          -79.1047  -107.3348    2       -1       -1      HR        10       25
707          -79.1084   -97.7955    1       -1       -1    LR-A        10       25
708          -79.1117   -88.2557    1       -1       -1    LR-B        10       25
709          -79.1147   -78.7155    2       -1       -1      HR        10       24
710          -79.1173   -69.1750    1       -1       -1    LR-A        10       24
711          -79.1196   -59.6342    1       -1       -1    LR-B        10       24
712          -79.1216   -50.0932    2       -1       -1      HR        10       23
713          -79.1232   -40.5519    1       -1       -1    LR-A        10       23
714          -79.1245   -31.0104    1       -1       -1    LR-B        10       23
715          -79.1255   -21.4688    2       -1       -1      HR        10       22
716          -79.1261   -11.9272    1       -1       -1    LR-A        10       22
717          -79.1263    -2.3854    1       -1       -1    LR-B        10       22
718          -79.1262     7.1563    2       -1       -1      HR        10       21
719          -79.1258    16.6980    1       -1       -1    LR-A        10       21
720          -79.1250    26.2397    1       -1       -1    LR-B        10       21
721          -79.1239    35.7812    2       -1       -1      HR        10       20
722          -79.1225    45.3225    1       -1       -1    LR-A        10       20
723          -79.1207    54.8637    1       -1       -1    LR-B        10       20
724          -79.1185    64.4047    2       -1       -1      HR        10       19
725          -79.1161    73.9453    1       -1       -1    LR-A        10       19
726          -79.1132    83.4856    1       -1       -1    LR-B        10       19
727          -79.1101    93.0256    2       -1       -1      HR        10       18
728          -79.1065   102.5652    1       -1       -1    LR-A        10       18
729          -79.1027   112.1043    1       -1       -1    LR-B        10       18
730          -79.0985   121.6430    2       -1       -1      HR        10       17
731          -79.0940   131.1811    1       -1       -1    LR-A        10       17
732          -79.0891   140.7186    1       -1       -1    LR-B        10       17
733          -79.0839   150.2556    2       -1       -1      HR        10       16
734          -79.0783   159.7919    1       -1       -1    LR-A        10       16
735          -79.0724   169.3275    1       -1       -1    LR-B        10       16
736          -79.0661   178.8623    2       -1       -1      HR        10       15
737          -79.0596   188.3964    1       -1       -1    LR-A        10       15
738          -79.0526   197.9297    1       -1       -1    LR-B        10       15
739          -79.0454   207.4621    2       -1       -1      HR        10       14
740          -79.0378   216.9936    1       -1       -1    LR-A        10       14
741          -79.0298   226.5242    1       -1       -1    LR-B        10       14
742          -70.7116  -226.5242    1       -1       -1    LR-A         9       29
743          -70.7187  -216.9936    1       -1       -1    LR-B         9       29
744          -70.7255  -207.4621    2       -1       -1      HR         9       29
745          -70.7320  -197.9297    1       -1       -1    LR-A         9       28
746          -70.7382  -188.3964    1       -1       -1    LR-B         9       28
747          -70.7441  -178.8623    2       -1       -1      HR         9       28
748          -70.7497  -169.3275    1       -1       -1    LR-A         9       27
749          -70.7550  -159.7919    1       -1       -1    LR-B         9       27
750          -70.7600  -150.2556    2       -1       -1      HR         9       27
751          -70.7646  -140.7186    1       -1       -1    LR-A         9       26
752          -70.7690  -131.1811    1       -1       -1    LR-B         9       26
753          -70.7730  -121.6430    2       -1       -1      HR         9       26
754          -70.7768  -112.1043    1       -1       -1    LR-A         9       25
755          -70.7802  -102.5652    1       -1       -1    LR-B         9       25
756          -70.7834   -93.0256    2       -1       -1      HR         9       25
757          -70.7862   -83.4856    1       -1       -1    LR-A         9       24
758          -70.7888   -73.9453    1       -1       -1    LR-B         9       24
759          -70.7910   -64.4047    2       -1       -1      HR         9       24
760          -70.7929   -54.8637    1       -1       -1    LR-A         9       23
761          -70.7945   -45.3225    1       -1       -1    LR-B         9       23
762          -70.7958   -35.7812    2       -1       -1      HR         9       23
763          -70.7968   -26.2397    1       -1       -1    LR-A         9       22
764          -70.7975   -16.6980    1       -1       -1    LR-B         9       22
765          -70.7979    -7.1563    2       -1       -1      HR         9       22
766          -70.7979     2.3854    1       -1       -1    LR-A         9       21
767          -70.7977    11.9272    1       -1       -1    LR-B         9       21
768          -70.7972    21.4688    2       -1       -1      HR         9       21
769          -70.7963    31.0104    1       -1       -1    LR-A         9       20
770          -70.7952    40.5519    1       -1       -1    LR-B         9       20
771          -70.7937    50.0932    2       -1       -1      HR         9       20
772          -70.7920    59.6342    1       -1       -1    LR-A         9       19
773          -70.7899    69.1750    1       -1       -1    LR-B         9       19
774          -70.7875    78.7155    2       -1       -1      HR         9       19
775          -70.7848    88.2557    1       -1       -1    LR-A         9       18
776          -70.7819    97.7955    1       -1       -1    LR-B         9       18
777          -70.7786   107.3348    2       -1       -1      HR         9       18
778          -70.7750   116.8737    1       -1       -1    LR-A         9       17
779          -70.7711   126.4121    1       -1       -1    LR-B         9       17
780          -70.7668   135.9499    2       -1       -1      HR         9       17
781          -70.7623   145.4872    1       -1       -1    LR-A         9       16
782          -70.7575   155.0238    1       -1       -1    LR-B         9       16
783          -70.7524   164.5597    2       -1       -1      HR         9       16
784          -70.7469   174.0950    1       -1       -1    LR-A         9       15
785          -70.7412   183.6295    1       -1       -1    LR-B         9       15
786          -70.7351   193.1632    2       -1       -1      HR         9       15
787          -70.7288   202.6960    1       -1       -1    LR-A         9       14
788          -70.7221   212.2280    1       -1       -1    LR-B         9       14
789          -70.7152   221.7591    2       -1       -1      HR         9       14
790          -70.7079   231.2892    1       -1       -1    LR-A         9       13
791          -62.3899  -231.2892    1       -1       -1    LR-B         8       29
792          -62.3963  -221.7591    2       -1       -1      HR         8       29
793          -62.4024  -212.2280    1       -1       -1    LR-A         8       29
794          -62.4083  -202.6960    1       -1       -1    LR-B         8       28
795          -62.4139  -193.1632    2       -1       -1      HR         8       28
796          -62.4192  -183.6295    1       -1       -1    LR-A         8       28
797          -62.4243  -174.0950    1       -1       -1    LR-B         8       27
798          -62.4291  -164.5597    2       -1       -1      HR         8       27
799          -62.4336  -155.0238    1       -1       -1    LR-A         8       27
800          -62.4379  -145.4872    1       -1       -1    LR-B         8       26
801          -62.4419  -135.9499    2       -1       -1      HR         8       26
802          -62.4456  -126.4121    1       -1       -1    LR-A         8       26
803          -62.4490  -116.8737    1       -1       -1    LR-B         8       25
804          -62.4522  -107.3348    2       -1       -1      HR         8       25
805          -62.4551   -97.7955    1       -1       -1    LR-A         8       25
806          -62.4578   -88.2557    1       -1       -1    LR-B         8       24
807          -62.4601   -78.7155    2       -1       -1      HR         8       24
808          -62.4622   -69.1750    1       -1       -1    LR-A         8       24
809          -62.4641   -59.6342    1       -1       -1    LR-B         8       23
810          -62.4656   -50.0932    2       -1       -1      HR         8       23
811          -62.4669   -40.5519    1       -1       -1    LR-A         8       23
812          -62.4679   -31.0104    1       -1       -1    LR-B         8       22
813          -62.4686   -21.4688    2       -1       -1      HR         8       22
814          -62.4691   -11.9272    1       -1       -1    LR-A         8       22
815          -62.4693    -2.3854    1       -1       -1    LR-B         8       21
816          -62.4693     7.1563    2       -1       -1      HR         8       21
817          -62.4689    16.6980    1       -1       -1    LR-A         8       21
818          -62.4683    26.2397    1       -1       -1    LR-B         8       20
819          -62.4674    35.7812    2       -1       -1      HR         8       20
820          -62.4663    45.3225    1       -1       -1    LR-A         8       20
821          -62.4649    54.8637    1       -1       -1    LR-B         8       19
822          -62.4632    64.4047    2       -1       -1      HR         8       19
823          -62.4612    73.9453    1       -1       -1    LR-A         8       19
824          -62.4590    83.4856    1       -1       -1    LR-B         8       18
825          -62.4565    93.0256    2       -1       -1      HR         8       18
826          -62.4537   102.5652    1       -1       -1    LR-A         8       18
827          -62.4507   112.1043    1       -1       -1    LR-B         8       17
828          -62.4474   121.6430    2       -1       -1      HR         8       17
829          -62.4438   131.1811    1       -1       -1    LR-A         8       17
830          -62.4399   140.7186    1       -1       -1    LR-B         8       16
831          -62.4358   150.2556    2       -1       -1      HR         8       16
832          -62.4314   159.7919    1       -1       -1    LR-A         8       16
833          -62.4267   169.3275    1       -1       -1    LR-B         8       15
834          -62.4218   178.8623    2       -1       -1      HR         8       15
835          -62.4166   188.3964    1       -1       -1    LR-A         8       15
836          -62.4111   197.9297    1       -1       -1    LR-B         8       14
837          -62.4054   207.4621    2       -1       -1      HR         8       14
838          -62.3994   216.9936    1       -1       -1    LR-A         8       14
839          -62.3931   226.5242    1       -1       -1    LR-B         8       13
840          -62.3866   236.0538    2       -1       -1      HR         8       13
841          -54.0688  -236.0538    2       -1       -1      HR         7       29
842          -54.0744  -226.5242    1       -1       -1    LR-A         7       29
843          -54.0799  -216.9936    1       -1       -1    LR-B         7       29
844          -54.0851  -207.4621    2       -1       -1      HR         7       28
845          -54.0901  -197.9297    1       -1       -1    LR-A         7       28
846          -54.0948  -188.3964    1       -1       -1    LR-B         7       28
847          -54.0993  -178.8623    2       -1       -1      HR         7       27
848          -54.1036  -169.3275    1       -1       -1    LR-A         7       27
849          -54.1076  -159.7919    1       -1       -1    LR-B         7       27
850          -54.1114  -150.2556    2       -1       -1      HR         7       26
851          -54.1150  -140.7186    1       -1       -1    LR-A         7       26
852          -54.1183  -131.1811    1       -1       -1    LR-B         7       26
853          -54.1215  -121.6430    2       -1       -1      HR         7       25
854          -54.1243  -112.1043    1       -1       -1    LR-A         7       25
855          -54.1270  -102.5652    1       -1       -1    LR-B         7       25
856          -54.1294   -93.0256    2       -1       -1      HR         7       24
857          -54.1315   -83.4856    1       -1       -1    LR-A         7       24
858          -54.1335   -73.9453    1       -1       -1    LR-B         7       24
859          -54.1352   -64.4047    2       -1       -1      HR         7       23
860          -54.1366   -54.8637    1       -1       -1    LR-A         7       23
861          -54.1379   -45.3225    1       -1       -1    LR-B         7       23
862          -54.1388   -35.7812    2       -1       -1      HR         7       22
863          -54.1396   -26.2397    1       -1       -1    LR-A         7       22
864          -54.1401   -16.6980    1       -1       -1    LR-B         7       22
865          -54.1404    -7.1563    2       -1       -1      HR         7       21
866          -54.1405     2.3854    1       -1       -1    LR-A         7       21
867          -54.1403    11.9272    1       -1       -1    LR-B         7       21
868          -54.1399    21.4688    2       -1       -1      HR         7       20
869          -54.1393    31.0104    1       -1       -1    LR-A         7       20
870          -54.1384    40.5519    1       -1       -1    LR-B         7       20
871          -54.1373    50.0932    2       -1       -1      HR         7       19
872          -54.1359    59.6342    1       -1       -1    LR-A         7       19
873          -54.1343    69.1750    1       -1       -1    LR-B         7       19
874          -54.1325    78.7155    2       -1       -1      HR         7       18
875          -54.1305    88.2557    1       -1       -1    LR-A         7       18
876          -54.1282    97.7955    1       -1       -1    LR-B         7       18
877          -54.1257   107.3348    2       -1       -1      HR         7       17
878          -54.1229   116.8737    1       -1       -1    LR-A         7       17
879          -54.1199   126.4121    1       -1       -1    LR-B         7       17
880          -54.1167   135.9499    2       -1       -1      HR         7       16
881          -54.1133   145.4872    1       -1       -1    LR-A         7       16
882          -54.1096   155.0238    1       -1       -1    LR-B         7       16
883          -54.1057   164.5597    2       -1       -1      HR         7       15
884          -54.1015   174.0950    1       -1       -1    LR-A         7       15
885          -54.0971   183.6295    1       -1       -1    LR-B         7       15
886          -54.0925   193.1632    2       -1       -1      HR         7       14
887          -54.0876   202.6960    1       -1       -1    LR-A         7       14
888          -54.0825   212.2280    1       -1       -1    LR-B         7       14
889          -54.0772   221.7591    2       -1       -1      HR         7       13
890          -54.0716   231.2892    1       -1       -1    LR-A         7       13
891          -54.0658   240.8182    1       -1       -1    LR-B         7       13
892          -45.7483  -240.8182    1       -1       -1    LR-A         6       29
893          -45.7532  -231.2892    1       -1       -1    LR-B         6       29
894          -45.7579  -221.7591    2       -1       -1      HR         6       29
895          -45.7624  -212.2280    1       -1       -1    LR-A         6       28
896          -45.7667  -202.6960    1       -1       -1    LR-B         6       28
897          -45.7709  -193.1632    2       -1       -1      HR         6       28
898          -45.7748  -183.6295    1       -1       -1    LR-A         6       27
899          -45.7785  -174.0950    1       -1       -1    LR-B         6       27
900          -45.7820  -164.5597    2       -1       -1      HR         6       27
901          -45.7853  -155.0238    1       -1       -1    LR-A         6       26
902          -45.7884  -145.4872    1       -1       -1    LR-B         6       26
903          -45.7914  -135.9499    2       -1       -1      HR         6       26
904          -45.7941  -126.4121    1       -1       -1    LR-A         6       25
905          -45.7966  -116.8737    1       -1       -1    LR-B         6       25
906          -45.7989  -107.3348    2       -1       -1      HR         6       25
907          -45.8011   -97.7955    1       -1       -1    LR-A         6       24
908          -45.8030   -88.2557    1       -1       -1    LR-B         6       24
909          -45.8047   -78.7155    2       -1       -1      HR         6       24
910          -45.8063   -69.1750    1       -1       -1    LR-A         6       23
911          -45.8076   -59.6342    1       -1       -1    LR-B         6       23
912          -45.8088   -50.0932    2       -1       -1      HR         6       23
913          -45.8097   -40.5519    1       -1       -1    LR-A         6       22
914          -45.8104   -31.0104    1       -1       -1    LR-B         6       22
915          -45.8110   -21.4688    2       -1       -1      HR         6       22
916          -45.8113   -11.9272    1       -1       -1    LR-A         6       21
917          -45.8115    -2.3854    1       -1       -1    LR-B         6       21
918          -45.8114     7.1563    2       -1       -1      HR         6       21
919          -45.8112    16.6980    1       -1       -1    LR-A         6       20
920          -45.8107    26.2397    1       -1       -1    LR-B         6       20
921          -45.8101    35.7812    2       -1       -1      HR         6       20
922          -45.8093    45.3225    1       -1       -1    LR-A         6       19
923          -45.8082    54.8637    1       -1       -1    LR-B         6       19
924          -45.8070    64.4047    2       -1       -1      HR         6       19
925          -45.8055    73.9453    1       -1       -1    LR-A         6       18
926          -45.8039    83.4856    1       -1       -1    LR-B         6       18
927          -45.8021    93.0256    2       -1       -1      HR         6       18
928          -45.8000   102.5652    1       -1       -1    LR-A         6       17
929          -45.7978   112.1043    1       -1       -1    LR-B         6       17
930          -45.7954   121.6430    2       -1       -1      HR         6       17
931          -45.7927   131.1811    1       -1       -1    LR-A         6       16
932          -45.7899   140.7186    1       -1       -1    LR-B         6       16
933          -45.7869   150.2556    2       -1       -1      HR         6       16
934          -45.7837   159.7919    1       -1       -1    LR-A         6       15
935          -45.7803   169.3275    1       -1       -1    LR-B         6       15
936          -45.7767   178.8623    2       -1       -1      HR         6       15
937          -45.7728   188.3964    1       -1       -1    LR-A         6       14
938          -45.7688   197.9297    1       -1       -1    LR-B         6       14
939          -45.7646   207.4621    2       -1       -1      HR         6       14
940          -45.7602   216.9936    1       -1       -1    LR-A         6       13
941          -45.7556   226.5242    1       -1       -1    LR-B         6       13
942          -45.7508   236.0538    2       -1       -1      HR         6       13
943          -45.7458   245.5824    1       -1       -1    LR-A         6       12
944          -37.4286  -245.5824    1       -1       -1    LR-B         5       29
945          -37.4327  -236.0538    2       -1       -1      HR         5       29
946          -37.4366  -226.5242    1       -1       -1    LR-A         5       29
947          -37.4404  -216.9936    1       -1       -1    LR-B         5       28
948          -37.4440  -207.4621    2       -1       -1      HR         5       28
949          -37.4474  -197.9297    1       -1       -1    LR-A         5       28
950          -37.4507  -188.3964    1       -1       -1    LR-B         5       27
951          -37.4538  -178.8623    2       -1       -1      HR         5       27
952          -37.4568  -169.3275    1       -1       -1    LR-A         5       27
953          -37.4596  -159.7919    1       -1       -1    LR-B         5       26
954          -37.4622  -150.2556    2       -1       -1      HR         5       26
955          -37.4647  -140.7186    1       -1       -1    LR-A         5       26
956          -37.4670  -131.1811    1       -1       -1    LR-B         5       25
957          -37.4691  -121.6430    2       -1       -1      HR         5       25
958          -37.4711  -112.1043    1       -1       -1    LR-A         5       25
959          -37.4730  -102.5652    1       -1       -1    LR-B         5       24
960          -37.4746   -93.0256    2       -1       -1      HR         5       24
961          -37.4761   -83.4856    1       -1       -1    LR-A         5       24
962          -37.4775   -73.9453    1       -1       -1    LR-B         5       23
963          -37.4786   -64.4047    2       -1       -1      HR         5       23
964          -37.4797   -54.8637    1       -1       -1    LR-A         5       23
965          -37.4805   -45.3225    1       -1       -1    LR-B         5       22
966          -37.4812   -35.7812    2       -1       -1      HR         5       22
967          -37.4817   -26.2397    1       -1       -1    LR-A         5       22
968          -37.4821   -16.6980    1       -1       -1    LR-B         5       21
969          -37.4823    -7.1563    2       -1       -1      HR         5       21
970          -37.4823     2.3854    1       -1       -1    LR-A         5       21
971          -37.4822    11.9272    1       -1       -1    LR-B         5       20
972          -37.4819    21.4688    2       -1       -1      HR         5       20
973          -37.4815    31.0104    1       -1       -1    LR-A         5       20
974          -37.4809    40.5519    1       -1       -1    LR-B         5       19
975          -37.4801    50.0932    2       -1       -1      HR         5       19
976          -37.4792    59.6342    1       -1       -1    LR-A         5       19
977          -37.4781    69.1750    1       -1       -1    LR-B         5       18
978          -37.4768    78.7155    2       -1       -1      HR         5       18
979          -37.4754    88.2557    1       -1       -1    LR-A         5       18
980          -37.4738    97.7955    1       -1       -1    LR-B         5       17
981          -37.4721   107.3348    2       -1       -1      HR         5       17
982          -37.4702   116.8737    1       -1       -1    LR-A         5       17
983          -37.4681   126.4121    1       -1       -1    LR-B         5       16
984          -37.4659   135.9499    2       -1       -1      HR         5       16
985          -37.4635   145.4872    1       -1       -1    LR-A         5       16
986          -37.4609   155.0238    1       -1       -1    LR-B         5       15
987          -37.4582   164.5597    2       -1       -1      HR         5       15
988          -37.4553   174.0950    1       -1       -1    LR-A         5       15
989          -37.4523   183.6295    1       -1       -1    LR-B         5       14
990          -37.4491   193.1632    2       -1       -1      HR         5       14
991          -37.4457   202.6960    1       -1       -1    LR-A         5       14
992          -37.4422   212.2280    1       -1       -1    LR-B         5       13
993          -37.4385   221.7591    2       -1       -1      HR         5       13
994          -37.4347   231.2892    1       -1       -1    LR-A         5       13
995          -37.4306   240.8182    1       -1       -1    LR-B         5       12
996          -37.4265   250.3463    2       -1       -1      HR         5       12
997          -29.1096  -250.3463    2       -1       -1      HR         4       29
998          -29.1128  -240.8182    1       -1       -1    LR-A         4       29
999          -29.1160  -231.2892    1       -1       -1    LR-B         4       29
1000         -29.1190  -221.7591    2       -1       -1      HR         4       28
1001         -29.1218  -212.2280    1       -1       -1    LR-A         4       28
1002         -29.1246  -202.6960    1       -1       -1    LR-B         4       28
1003         -29.1272  -193.1632    2       -1       -1      HR         4       27
1004         -29.1297  -183.6295    1       -1       -1    LR-A         4       27
1005         -29.1320  -174.0950    1       -1       -1    LR-B         4       27
1006         -29.1343  -164.5597    2       -1       -1      HR         4       26
1007         -29.1364  -155.0238    1       -1       -1    LR-A         4       26
1008         -29.1384  -145.4872    1       -1       -1    LR-B         4       26
1009         -29.1403  -135.9499    2       -1       -1      HR         4       25
1010         -29.1420  -126.4121    1       -1       -1    LR-A         4       25
1011         -29.1436  -116.8737    1       -1       -1    LR-B         4       25
1012         -29.1451  -107.3348    2       -1       -1      HR         4       24
1013         -29.1464   -97.7955    1       -1       -1    LR-A         4       24
1014         -29.1477   -88.2557    1       -1       -1    LR-B         4       24
1015         -29.1488   -78.7155    2       -1       -1      HR         4       23
1016         -29.1497   -69.1750    1       -1       -1    LR-A         4       23
1017         -29.1506   -59.6342    1       -1       -1    LR-B         4       23
1018         -29.1513   -50.0932    2       -1       -1      HR         4       22
1019         -29.1519   -40.5519    1       -1       -1    LR-A         4       22
1020         -29.1524   -31.0104    1       -1       -1    LR-B         4       22
1021         -29.1527   -21.4688    2       -1       -1      HR         4       21
1022         -29.1530   -11.9272    1       -1       -1    LR-A         4       21
1023         -29.1531    -2.3854    1       -1       -1    LR-B         4       21
1024         -29.1530     7.1563    2       -1       -1      HR         4       20
1025         -29.1529    16.6980    1       -1       -1    LR-A         4       20
1026         -29.1526    26.2397    1       -1       -1    LR-B         4       20
1027         -29.1522    35.7812    2       -1       -1      HR         4       19
1028         -29.1516    45.3225    1       -1       -1    LR-A         4       19
1029         -29.1510    54.8637    1       -1       -1    LR-B         4       19
1030         -29.1502    64.4047    2       -1       -1      HR         4       18
1031         -29.1493    73.9453    1       -1       -1    LR-A         4       18
1032         -29.1482    83.4856    1       -1       -1    LR-B         4       18
1033         -29.1471    93.0256    2       -1       -1      HR         4       17
1034         -29.1458   102.5652    1       -1       -1    LR-A         4       17
1035         -29.1443   112.1043    1       -1       -1    LR-B         4       17
1036         -29.1428   121.6430    2       -1       -1      HR         4       16
1037         -29.1411   131.1811    1       -1       -1    LR-A         4       16
1038         -29.1393   140.7186    1       -1       -1    LR-B         4       16
1039         -29.1374   150.2556    2       -1       -1      HR         4       15
1040         -29.1354   159.7919    1       -1       -1    LR-A         4       15
1041         -29.1332   169.3275    1       -1       -1    LR-B         4       15
1042         -29.1309   178.8623    2       -1       -1      HR         4       14
1043         -29.1285   188.3964    1       -1       -1    LR-A         4       14
1044         -29.1259   197.9297    1       -1       -1    LR-B         4       14
1045         -29.1232   207.4621    2       -1       -1      HR         4       13
1046         -29.1204   216.9936    1       -1       -1    LR-A         4       13
1047         -29.1175   226.5242    1       -1       -1    LR-B         4       13
1048         -29.1144   236.0538    2       -1       -1      HR         4       12
